,participant_id,sample_id,method,question,response
0,0,0b65acc415a69a2c25061b239d7925aa,rome,The main passage is written as if the new fact is true,7
1,0,0b65acc415a69a2c25061b239d7925aa,rome,The related passage does not contradict the new fact,6
2,0,0b65acc415a69a2c25061b239d7925aa,rome,"Ignoring the new fact, most of the old facts are still true in the main passage.",1
3,0,0b65acc415a69a2c25061b239d7925aa,rome,"Ignoring the new fact, most of the old facts are still true in the related passage.",1
4,0,0b65acc415a69a2c25061b239d7925aa,rome,"Ignoring the old and new facts, the main passage does not contradict itself.",7
5,0,0b65acc415a69a2c25061b239d7925aa,rome,"Ignoring the old and new facts, the related passage does not contradict itself.",7
6,0,0b65acc415a69a2c25061b239d7925aa,rome,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",7
7,0,0b65acc415a69a2c25061b239d7925aa,rome,The main passage is focused on the subject and the related passage is focused on the related entity,3
8,0,0b65acc415a69a2c25061b239d7925aa,rome,Both passages are natural sounding text close to what a human would write.,6
9,0,637fe6e4ffec3624766d8dc43047bc71,rome,The main passage is written as if the new fact is true,7
10,0,637fe6e4ffec3624766d8dc43047bc71,rome,The related passage does not contradict the new fact,7
11,0,637fe6e4ffec3624766d8dc43047bc71,rome,"Ignoring the new fact, most of the old facts are still true in the main passage.",1
12,0,637fe6e4ffec3624766d8dc43047bc71,rome,"Ignoring the new fact, most of the old facts are still true in the related passage.",2
13,0,637fe6e4ffec3624766d8dc43047bc71,rome,"Ignoring the old and new facts, the main passage does not contradict itself.",3
14,0,637fe6e4ffec3624766d8dc43047bc71,rome,"Ignoring the old and new facts, the related passage does not contradict itself.",7
15,0,637fe6e4ffec3624766d8dc43047bc71,rome,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",7
16,0,637fe6e4ffec3624766d8dc43047bc71,rome,The main passage is focused on the subject and the related passage is focused on the related entity,7
17,0,637fe6e4ffec3624766d8dc43047bc71,rome,Both passages are natural sounding text close to what a human would write.,5
18,0,cf1e5ca0a69ef5dd194c14529db868d3,rome,The main passage is written as if the new fact is true,7
19,0,cf1e5ca0a69ef5dd194c14529db868d3,rome,The related passage does not contradict the new fact,7
20,0,cf1e5ca0a69ef5dd194c14529db868d3,rome,"Ignoring the new fact, most of the old facts are still true in the main passage.",1
21,0,cf1e5ca0a69ef5dd194c14529db868d3,rome,"Ignoring the new fact, most of the old facts are still true in the related passage.",1
22,0,cf1e5ca0a69ef5dd194c14529db868d3,rome,"Ignoring the old and new facts, the main passage does not contradict itself.",7
23,0,cf1e5ca0a69ef5dd194c14529db868d3,rome,"Ignoring the old and new facts, the related passage does not contradict itself.",7
24,0,cf1e5ca0a69ef5dd194c14529db868d3,rome,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",7
25,0,cf1e5ca0a69ef5dd194c14529db868d3,rome,The main passage is focused on the subject and the related passage is focused on the related entity,2
26,0,cf1e5ca0a69ef5dd194c14529db868d3,rome,Both passages are natural sounding text close to what a human would write.,3
27,0,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,The main passage is written as if the new fact is true,1
28,0,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,The related passage does not contradict the new fact,1
29,0,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,"Ignoring the new fact, most of the old facts are still true in the main passage.",6
30,0,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,"Ignoring the new fact, most of the old facts are still true in the related passage.",5
31,0,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,"Ignoring the old and new facts, the main passage does not contradict itself.",7
32,0,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,"Ignoring the old and new facts, the related passage does not contradict itself.",7
33,0,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",5
34,0,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,The main passage is focused on the subject and the related passage is focused on the related entity,7
35,0,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,Both passages are natural sounding text close to what a human would write.,7
36,0,0b65acc415a69a2c25061b239d7925aa,no_edit,The main passage is written as if the new fact is true,1
37,0,0b65acc415a69a2c25061b239d7925aa,no_edit,The related passage does not contradict the new fact,1
38,0,0b65acc415a69a2c25061b239d7925aa,no_edit,"Ignoring the new fact, most of the old facts are still true in the main passage.",3
39,0,0b65acc415a69a2c25061b239d7925aa,no_edit,"Ignoring the new fact, most of the old facts are still true in the related passage.",3
40,0,0b65acc415a69a2c25061b239d7925aa,no_edit,"Ignoring the old and new facts, the main passage does not contradict itself.",7
41,0,0b65acc415a69a2c25061b239d7925aa,no_edit,"Ignoring the old and new facts, the related passage does not contradict itself.",7
42,0,0b65acc415a69a2c25061b239d7925aa,no_edit,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",7
43,0,0b65acc415a69a2c25061b239d7925aa,no_edit,The main passage is focused on the subject and the related passage is focused on the related entity,7
44,0,0b65acc415a69a2c25061b239d7925aa,no_edit,Both passages are natural sounding text close to what a human would write.,7
45,0,637fe6e4ffec3624766d8dc43047bc71,no_edit,The main passage is written as if the new fact is true,1
46,0,637fe6e4ffec3624766d8dc43047bc71,no_edit,The related passage does not contradict the new fact,1
47,0,637fe6e4ffec3624766d8dc43047bc71,no_edit,"Ignoring the new fact, most of the old facts are still true in the main passage.",3
48,0,637fe6e4ffec3624766d8dc43047bc71,no_edit,"Ignoring the new fact, most of the old facts are still true in the related passage.",7
49,0,637fe6e4ffec3624766d8dc43047bc71,no_edit,"Ignoring the old and new facts, the main passage does not contradict itself.",7
50,0,637fe6e4ffec3624766d8dc43047bc71,no_edit,"Ignoring the old and new facts, the related passage does not contradict itself.",7
51,0,637fe6e4ffec3624766d8dc43047bc71,no_edit,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",7
52,0,637fe6e4ffec3624766d8dc43047bc71,no_edit,The main passage is focused on the subject and the related passage is focused on the related entity,7
53,0,637fe6e4ffec3624766d8dc43047bc71,no_edit,Both passages are natural sounding text close to what a human would write.,7
54,0,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,The main passage is written as if the new fact is true,1
55,0,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,The related passage does not contradict the new fact,1
56,0,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,"Ignoring the new fact, most of the old facts are still true in the main passage.",3
57,0,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,"Ignoring the new fact, most of the old facts are still true in the related passage.",3
58,0,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,"Ignoring the old and new facts, the main passage does not contradict itself.",7
59,0,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,"Ignoring the old and new facts, the related passage does not contradict itself.",7
60,0,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",7
61,0,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,The main passage is focused on the subject and the related passage is focused on the related entity,7
62,0,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,Both passages are natural sounding text close to what a human would write.,7
63,0,d60c008509f213dfbf7b5199988c1ccc,no_edit,The main passage is written as if the new fact is true,1
64,0,d60c008509f213dfbf7b5199988c1ccc,no_edit,The related passage does not contradict the new fact,3
65,0,d60c008509f213dfbf7b5199988c1ccc,no_edit,"Ignoring the new fact, most of the old facts are still true in the main passage.",7
66,0,d60c008509f213dfbf7b5199988c1ccc,no_edit,"Ignoring the new fact, most of the old facts are still true in the related passage.",7
67,0,d60c008509f213dfbf7b5199988c1ccc,no_edit,"Ignoring the old and new facts, the main passage does not contradict itself.",7
68,0,d60c008509f213dfbf7b5199988c1ccc,no_edit,"Ignoring the old and new facts, the related passage does not contradict itself.",7
69,0,d60c008509f213dfbf7b5199988c1ccc,no_edit,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",7
70,0,d60c008509f213dfbf7b5199988c1ccc,no_edit,The main passage is focused on the subject and the related passage is focused on the related entity,7
71,0,d60c008509f213dfbf7b5199988c1ccc,no_edit,Both passages are natural sounding text close to what a human would write.,7
72,0,a935183dda4c3ec3b1fd0b21939a17d4,rome,The main passage is written as if the new fact is true,7
73,0,a935183dda4c3ec3b1fd0b21939a17d4,rome,The related passage does not contradict the new fact,7
74,0,a935183dda4c3ec3b1fd0b21939a17d4,rome,"Ignoring the new fact, most of the old facts are still true in the main passage.",1
75,0,a935183dda4c3ec3b1fd0b21939a17d4,rome,"Ignoring the new fact, most of the old facts are still true in the related passage.",7
76,0,a935183dda4c3ec3b1fd0b21939a17d4,rome,"Ignoring the old and new facts, the main passage does not contradict itself.",7
77,0,a935183dda4c3ec3b1fd0b21939a17d4,rome,"Ignoring the old and new facts, the related passage does not contradict itself.",7
78,0,a935183dda4c3ec3b1fd0b21939a17d4,rome,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",3
79,0,a935183dda4c3ec3b1fd0b21939a17d4,rome,The main passage is focused on the subject and the related passage is focused on the related entity,7
80,0,a935183dda4c3ec3b1fd0b21939a17d4,rome,Both passages are natural sounding text close to what a human would write.,7
81,0,d60c008509f213dfbf7b5199988c1ccc,rome,The main passage is written as if the new fact is true,7
82,0,d60c008509f213dfbf7b5199988c1ccc,rome,The related passage does not contradict the new fact,7
83,0,d60c008509f213dfbf7b5199988c1ccc,rome,"Ignoring the new fact, most of the old facts are still true in the main passage.",6
84,0,d60c008509f213dfbf7b5199988c1ccc,rome,"Ignoring the new fact, most of the old facts are still true in the related passage.",7
85,0,d60c008509f213dfbf7b5199988c1ccc,rome,"Ignoring the old and new facts, the main passage does not contradict itself.",5
86,0,d60c008509f213dfbf7b5199988c1ccc,rome,"Ignoring the old and new facts, the related passage does not contradict itself.",7
87,0,d60c008509f213dfbf7b5199988c1ccc,rome,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",7
88,0,d60c008509f213dfbf7b5199988c1ccc,rome,The main passage is focused on the subject and the related passage is focused on the related entity,7
89,0,d60c008509f213dfbf7b5199988c1ccc,rome,Both passages are natural sounding text close to what a human would write.,5
90,1,0b65acc415a69a2c25061b239d7925aa,rome,The main passage is written as if the new fact is true,5
91,1,0b65acc415a69a2c25061b239d7925aa,rome,The related passage does not contradict the new fact,6
92,1,0b65acc415a69a2c25061b239d7925aa,rome,"Ignoring the new fact, most of the old facts are still true in the main passage.",2
93,1,0b65acc415a69a2c25061b239d7925aa,rome,"Ignoring the new fact, most of the old facts are still true in the related passage.",2
94,1,0b65acc415a69a2c25061b239d7925aa,rome,"Ignoring the old and new facts, the main passage does not contradict itself.",5
95,1,0b65acc415a69a2c25061b239d7925aa,rome,"Ignoring the old and new facts, the related passage does not contradict itself.",5
96,1,0b65acc415a69a2c25061b239d7925aa,rome,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",5
97,1,0b65acc415a69a2c25061b239d7925aa,rome,The main passage is focused on the subject and the related passage is focused on the related entity,3
98,1,0b65acc415a69a2c25061b239d7925aa,rome,Both passages are natural sounding text close to what a human would write.,6
99,1,637fe6e4ffec3624766d8dc43047bc71,rome,The main passage is written as if the new fact is true,1
100,1,637fe6e4ffec3624766d8dc43047bc71,rome,The related passage does not contradict the new fact,6
101,1,637fe6e4ffec3624766d8dc43047bc71,rome,"Ignoring the new fact, most of the old facts are still true in the main passage.",1
102,1,637fe6e4ffec3624766d8dc43047bc71,rome,"Ignoring the new fact, most of the old facts are still true in the related passage.",2
103,1,637fe6e4ffec3624766d8dc43047bc71,rome,"Ignoring the old and new facts, the main passage does not contradict itself.",4
104,1,637fe6e4ffec3624766d8dc43047bc71,rome,"Ignoring the old and new facts, the related passage does not contradict itself.",4
105,1,637fe6e4ffec3624766d8dc43047bc71,rome,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",5
106,1,637fe6e4ffec3624766d8dc43047bc71,rome,The main passage is focused on the subject and the related passage is focused on the related entity,5
107,1,637fe6e4ffec3624766d8dc43047bc71,rome,Both passages are natural sounding text close to what a human would write.,6
108,1,cf1e5ca0a69ef5dd194c14529db868d3,rome,The main passage is written as if the new fact is true,2
109,1,cf1e5ca0a69ef5dd194c14529db868d3,rome,The related passage does not contradict the new fact,4
110,1,cf1e5ca0a69ef5dd194c14529db868d3,rome,"Ignoring the new fact, most of the old facts are still true in the main passage.",2
111,1,cf1e5ca0a69ef5dd194c14529db868d3,rome,"Ignoring the new fact, most of the old facts are still true in the related passage.",3
112,1,cf1e5ca0a69ef5dd194c14529db868d3,rome,"Ignoring the old and new facts, the main passage does not contradict itself.",4
113,1,cf1e5ca0a69ef5dd194c14529db868d3,rome,"Ignoring the old and new facts, the related passage does not contradict itself.",4
114,1,cf1e5ca0a69ef5dd194c14529db868d3,rome,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",4
115,1,cf1e5ca0a69ef5dd194c14529db868d3,rome,The main passage is focused on the subject and the related passage is focused on the related entity,2
116,1,cf1e5ca0a69ef5dd194c14529db868d3,rome,Both passages are natural sounding text close to what a human would write.,5
117,1,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,The main passage is written as if the new fact is true,4
118,1,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,The related passage does not contradict the new fact,3
119,1,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,"Ignoring the new fact, most of the old facts are still true in the main passage.",5
120,1,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,"Ignoring the new fact, most of the old facts are still true in the related passage.",3
121,1,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,"Ignoring the old and new facts, the main passage does not contradict itself.",4
122,1,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,"Ignoring the old and new facts, the related passage does not contradict itself.",3
123,1,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",5
124,1,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,The main passage is focused on the subject and the related passage is focused on the related entity,5
125,1,a935183dda4c3ec3b1fd0b21939a17d4,no_edit,Both passages are natural sounding text close to what a human would write.,3
126,1,0b65acc415a69a2c25061b239d7925aa,no_edit,The main passage is written as if the new fact is true,3
127,1,0b65acc415a69a2c25061b239d7925aa,no_edit,The related passage does not contradict the new fact,4
128,1,0b65acc415a69a2c25061b239d7925aa,no_edit,"Ignoring the new fact, most of the old facts are still true in the main passage.",3
129,1,0b65acc415a69a2c25061b239d7925aa,no_edit,"Ignoring the new fact, most of the old facts are still true in the related passage.",5
130,1,0b65acc415a69a2c25061b239d7925aa,no_edit,"Ignoring the old and new facts, the main passage does not contradict itself.",3
131,1,0b65acc415a69a2c25061b239d7925aa,no_edit,"Ignoring the old and new facts, the related passage does not contradict itself.",5
132,1,0b65acc415a69a2c25061b239d7925aa,no_edit,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",4
133,1,0b65acc415a69a2c25061b239d7925aa,no_edit,The main passage is focused on the subject and the related passage is focused on the related entity,3
134,1,0b65acc415a69a2c25061b239d7925aa,no_edit,Both passages are natural sounding text close to what a human would write.,2
135,1,637fe6e4ffec3624766d8dc43047bc71,no_edit,The main passage is written as if the new fact is true,3
136,1,637fe6e4ffec3624766d8dc43047bc71,no_edit,The related passage does not contradict the new fact,5
137,1,637fe6e4ffec3624766d8dc43047bc71,no_edit,"Ignoring the new fact, most of the old facts are still true in the main passage.",3
138,1,637fe6e4ffec3624766d8dc43047bc71,no_edit,"Ignoring the new fact, most of the old facts are still true in the related passage.",3
139,1,637fe6e4ffec3624766d8dc43047bc71,no_edit,"Ignoring the old and new facts, the main passage does not contradict itself.",5
140,1,637fe6e4ffec3624766d8dc43047bc71,no_edit,"Ignoring the old and new facts, the related passage does not contradict itself.",5
141,1,637fe6e4ffec3624766d8dc43047bc71,no_edit,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",3
142,1,637fe6e4ffec3624766d8dc43047bc71,no_edit,The main passage is focused on the subject and the related passage is focused on the related entity,3
143,1,637fe6e4ffec3624766d8dc43047bc71,no_edit,Both passages are natural sounding text close to what a human would write.,5
144,1,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,The main passage is written as if the new fact is true,3
145,1,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,The related passage does not contradict the new fact,5
146,1,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,"Ignoring the new fact, most of the old facts are still true in the main passage.",3
147,1,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,"Ignoring the new fact, most of the old facts are still true in the related passage.",5
148,1,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,"Ignoring the old and new facts, the main passage does not contradict itself.",3
149,1,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,"Ignoring the old and new facts, the related passage does not contradict itself.",3
150,1,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",3
151,1,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,The main passage is focused on the subject and the related passage is focused on the related entity,5
152,1,cf1e5ca0a69ef5dd194c14529db868d3,no_edit,Both passages are natural sounding text close to what a human would write.,5
153,1,d60c008509f213dfbf7b5199988c1ccc,no_edit,The main passage is written as if the new fact is true,3
154,1,d60c008509f213dfbf7b5199988c1ccc,no_edit,The related passage does not contradict the new fact,5
155,1,d60c008509f213dfbf7b5199988c1ccc,no_edit,"Ignoring the new fact, most of the old facts are still true in the main passage.",3
156,1,d60c008509f213dfbf7b5199988c1ccc,no_edit,"Ignoring the new fact, most of the old facts are still true in the related passage.",5
157,1,d60c008509f213dfbf7b5199988c1ccc,no_edit,"Ignoring the old and new facts, the main passage does not contradict itself.",3
158,1,d60c008509f213dfbf7b5199988c1ccc,no_edit,"Ignoring the old and new facts, the related passage does not contradict itself.",5
159,1,d60c008509f213dfbf7b5199988c1ccc,no_edit,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",3
160,1,d60c008509f213dfbf7b5199988c1ccc,no_edit,The main passage is focused on the subject and the related passage is focused on the related entity,2
161,1,d60c008509f213dfbf7b5199988c1ccc,no_edit,Both passages are natural sounding text close to what a human would write.,5
162,1,a935183dda4c3ec3b1fd0b21939a17d4,rome,The main passage is written as if the new fact is true,5
163,1,a935183dda4c3ec3b1fd0b21939a17d4,rome,The related passage does not contradict the new fact,4
164,1,a935183dda4c3ec3b1fd0b21939a17d4,rome,"Ignoring the new fact, most of the old facts are still true in the main passage.",3
165,1,a935183dda4c3ec3b1fd0b21939a17d4,rome,"Ignoring the new fact, most of the old facts are still true in the related passage.",5
166,1,a935183dda4c3ec3b1fd0b21939a17d4,rome,"Ignoring the old and new facts, the main passage does not contradict itself.",3
167,1,a935183dda4c3ec3b1fd0b21939a17d4,rome,"Ignoring the old and new facts, the related passage does not contradict itself.",3
168,1,a935183dda4c3ec3b1fd0b21939a17d4,rome,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",2
169,1,a935183dda4c3ec3b1fd0b21939a17d4,rome,The main passage is focused on the subject and the related passage is focused on the related entity,6
170,1,a935183dda4c3ec3b1fd0b21939a17d4,rome,Both passages are natural sounding text close to what a human would write.,3
171,1,d60c008509f213dfbf7b5199988c1ccc,rome,The main passage is written as if the new fact is true,4
172,1,d60c008509f213dfbf7b5199988c1ccc,rome,The related passage does not contradict the new fact,2
173,1,d60c008509f213dfbf7b5199988c1ccc,rome,"Ignoring the new fact, most of the old facts are still true in the main passage.",4
174,1,d60c008509f213dfbf7b5199988c1ccc,rome,"Ignoring the new fact, most of the old facts are still true in the related passage.",5
175,1,d60c008509f213dfbf7b5199988c1ccc,rome,"Ignoring the old and new facts, the main passage does not contradict itself.",3
176,1,d60c008509f213dfbf7b5199988c1ccc,rome,"Ignoring the old and new facts, the related passage does not contradict itself.",3
177,1,d60c008509f213dfbf7b5199988c1ccc,rome,"Ignoring the old and new facts, the main passage and the related passage do not contradict each other.",5
178,1,d60c008509f213dfbf7b5199988c1ccc,rome,The main passage is focused on the subject and the related passage is focused on the related entity,3
179,1,d60c008509f213dfbf7b5199988c1ccc,rome,Both passages are natural sounding text close to what a human would write.,3
